ProbeID	brain.1	brain.2	fetal.brain.1	fetal.brain.2	fetal.liver.1	fetal.liver.2	liver.1	liver.2
38243_at	136	350	48	40	54	14	74	121
38244_at	5	26	5	6	17	4	7	4
38245_i_at	10	19	87	47	51	32	31	24
38246_r_at	2	6	3	4	6	2	6	10
38247_at	13	6	48	13	110	159	8	18
38248_at	3555	4553	648	703	33	52	33	116
38249_at	79	36	59	57	227	105	150	224
38250_at	94	104	235	201	208	193	181	214
38251_at	1861	2039	1466	1720	379	412	191	148
38252_s_at	113	70	403	363	42	74	41	48
38253_at	473	202	857	1015	290	322	158	277
38254_at	1054	1107	1912	1100	336	251	295	161
38255_at	51	68	75	41	192	39	55	243
38256_s_at	225	132	457	425	272	311	197	230
38257_at	1211	1583	434	514	1421	990	2337	2268
